uid,area,gerente,fecha,banda,calificacion,salario,seguro,vales
R08094,Finanzas,Adelia Monty  ,42776,Banda 17,1,22377,1790.16,2461.47
A-7866,Finanzas,Idell Ding  ,42617,Banda 15,4,11796.4,707.784,471.856
G07492,Finanzas,Clara Lamas  ,41032,Banda 16,3,15829,1424.61,1108.03
G-7570,Finanzas,Margareta Schwing  ,42936,Banda 15,3,10317,825.36,1444.38
G-7379,Finanzas,Porsche Lockamy  ,42842,Banda 16,3,18970,1327.9,1897
R-7564,Finanzas,Wade Landen  ,42808,Banda 15,2,8683.2,694.656,868.32
L08072,Finanzas,Ladawn Karner  ,40886,Banda 15,3,13350,667.5,667.5
A07623,Finanzas,Sarai Darosa  ,42729,Banda 15,3,15206,1520.6,1520.6
L-7784,Finanzas,Mayra Stead  ,41761,Banda 15,2,13657.5,1229.175,682.875
L-8026,Finanzas,Susanna Vosburgh  ,42994,Banda 15,1,7241.25,434.475,506.8875
R-8252,Finanzas,Lindsey Eckel  ,40582,Banda 15,3,11622,813.54,1743.3
L-7566,Finanzas,Justa Boer  ,40611,Banda 16,3,15173,1517.3,1820.76
L07897,Finanzas,Noble Portis  ,42648,Banda 15,4,9081.6,726.528,1089.792
L-7974,Finanzas,Daysi Armas  ,42580,Banda 17,2,18905.4,1512.432,378.108
R07900,Finanzas,Ileen Reynosa  ,42319,Banda 17,3,21242,1699.36,2973.88
R-7578,Finanzas,January Heslop  ,41934,Banda 20,3,70288,5623.04,4920.16
R08359,Finanzas,Aisha Fermin  ,42528,Banda 15,3,8361,418.05,752.49
R08219,Finanzas,Hanh Kohut  ,40651,Banda 15,3,8552,598.64,85.52
A07682,Finanzas,Kimberely Houtz  ,40523,Banda 19,3,51450,3087,1029
G08460,Finanzas,Della Muniz  ,42868,Banda 16,4,21712.9,2171.29,2171.29
R07954,Finanzas,Brigida Arzate  ,41577,Banda 17,5,34143.75,2048.625,3072.9375
L-8053,Finanzas,Edwardo Hardrick  ,41452,Banda 15,3,14298,1286.82,142.98
R-7930,Finanzas,Geraldo Marty  ,42216,Banda 15,4,9318.1,838.629,1118.172
L-7594,Finanzas,Lindsey Eckel  ,40826,Banda 15,3,15366,768.3,307.32
R-8329,Finanzas,Santa Brister  ,40846,Banda 17,5,30525,2747.25,305.25
G08420,Finanzas,Alysia Thaxton  ,41876,Banda 18,5,55415,4987.35,6095.65
L-7511,Finanzas,Geraldo Marty  ,40530,Banda 19,1,47538,3327.66,2376.9
G-7398,Finanzas,Edwardo Hardrick  ,42704,Banda 18,4,33805.2,2028.312,1014.156
G-7552,Finanzas,Aisha Fermin  ,42422,Banda 16,4,19087.2,1717.848,2863.08
G-7429,Finanzas,Valeria Boothby  ,40823,Banda 15,3,12041,1083.69,1324.51
G08360,Finanzas,Jordon Deschamp  ,41797,Banda 15,3,8718,697.44,1220.52
G07875,Finanzas,Tanner Cambridge  ,40601,Banda 16,4,19825.3,991.265,1586.024
L08194,Finanzas,Anastacia Delacruz  ,41766,Banda 15,5,14192.5,851.55,425.775
R-8103,Finanzas,Daysi Armas  ,41403,Banda 16,4,23672,2130.48,2840.64
G07471,Finanzas,Earnest Anderton  ,42482,Banda 17,2,28441.8,2559.762,2275.344
R08124,Finanzas,Shannan Dingess  ,41617,Banda 15,3,9392,469.6,751.36
R-8456,Finanzas,Lynne Gainey  ,42208,Banda 17,4,27135.9,2170.872,542.718
G08276,Finanzas,Adelia Monty  ,42678,Banda 16,3,18753,1687.77,1500.24
L-7579,Finanzas,Lean Hersom  ,40962,Banda 15,3,14514,1306.26,1451.4
R-7560,Finanzas,Enrique KeRHer  ,42889,Banda 16,3,22757,1592.99,2958.41
A07997,Finanzas,Tanner Cambridge  ,41526,Banda 16,3,20086,2008.6,2611.18
R-7834,Finanzas,Colene Apicella  ,41215,Banda 16,4,16099.6,1609.96,1448.964
R08315,Finanzas,Santa Brister  ,42640,Banda 15,3,8609,860.9,860.9
G-7773,Finanzas,Pandora Chang  ,41815,Banda 15,3,15310,1377.9,1684.1
G-8247,Finanzas,Sandy Mcgrady  ,40513,Banda 17,4,26651.9,2665.19,2398.671
A07345,Finanzas,Enrique KeRHer  ,41681,Banda 15,4,12274.9,859.243,1841.235
L-7829,Finanzas,Lean Hersom  ,40973,Banda 17,3,26337,2633.7,526.74
G-8005,Finanzas,Juliet Pass  ,41283,Banda 17,3,25789,1805.23,3094.68
A08205,Finanzas,Quinn Coller  ,41139,Banda 15,3,9668,676.76,966.8
L08203,Finanzas,Jayme Tolleson  ,41557,Banda 15,2,12225.6,978.048,733.536
R-7616,Finanzas,Coreen Washer  ,42817,Banda 18,3,45411,3632.88,3178.77
L-8026,Finanzas,Mayme Gorney  ,42748,Banda 15,3,14461,1446.1,1879.93
R08266,Finanzas,Jordon Deschamp  ,42094,Banda 18,2,30102.3,1806.138,602.046
G-7683,Finanzas,Sandy Mcgrady  ,42346,Banda 16,3,16460,987.6,2304.4
A07749,Finanzas,Porsche Lockamy  ,41554,Banda 15,3,12546,878.22,501.84
R07924,Finanzas,Nena Custis  ,41729,Banda 16,3,14841,1335.69,1632.51
L08244,Finanzas,Aisha Fermin  ,41164,Banda 16,4,15856.5,1427.085,1585.65
A-8144,Finanzas,Lyla Falzone  ,40925,Banda 15,3,10093,908.37,807.44
R-7564,Finanzas,Tyrell Herrmann  ,41160,Banda 20,3,79322,6345.76,4759.32
L-8148,Finanzas,Anastacia Delacruz  ,42435,Banda 16,2,18048.6,1443.888,902.43
R-8365,Finanzas,Shenika Lamont  ,41279,Banda 17,3,26611,2394.99,2128.88
G-7880,Finanzas,Wade Landen  ,41780,Banda 17,2,18984.6,1898.46,2088.306
L07728,Finanzas,Kandace Navin  ,42391,Banda 18,5,52507.5,2625.375,3150.45
R-7435,Finanzas,Enrique KeRHer  ,40852,Banda 15,4,16311.9,1631.19,815.595
L07862,Finanzas,Heide Kardos  ,42153,Banda 15,3,12851,771.06,899.57
A-7819,Finanzas,Audrie Ehlert  ,41578,Banda 15,4,12415.7,993.256,869.099
A-8420,Finanzas,Shenika Lamont  ,42975,Banda 15,4,11315.7,792.099,678.942
A07458,Finanzas,Wade Landen  ,40746,Banda 15,4,14260.4,855.624,1853.852
L08291,Finanzas,Concepcion Sevin  ,41309,Banda 15,2,13605.3,1224.477,1632.636
L07806,Finanzas,Marinda Skelley  ,42789,Banda 15,2,10202.4,816.192,612.144
L07386,Finanzas,Aisha Fermin  ,41938,Banda 15,2,8640.9,604.863,1296.135
A08484,Finanzas,Mayme Gorney  ,42084,Banda 15,2,9779.4,488.97,1466.91
G07691,Finanzas,Coreen Washer  ,41438,Banda 16,2,16750.8,1675.08,1675.08
R-7383,Finanzas,Roosevelt Saleem  ,42687,Banda 17,2,20876.4,1878.876,1461.348
A-7513,Finanzas,Cristopher Stroble  ,41364,Banda 15,2,10223.1,920.079,204.462
G-7595,Finanzas,Earnest Anderton  ,40612,Banda 16,3,18728,1498.24,374.56
R-7764,Finanzas,Colene Apicella  ,42492,Banda 17,2,23658.3,1892.664,3312.162
L07873,Finanzas,Erich Gattis  ,42304,Banda 15,4,16382.3,1474.407,819.115
A07766,Finanzas,Mary Herb  ,40934,Banda 15,1,8805.75,792.5175,528.345
A-7355,Finanzas,Sterling Huston  ,42519,Banda 16,4,21819.6,1963.764,2618.352
L08041,Finanzas,Enrique KeRHer  ,41493,Banda 15,4,17010.4,1020.624,1530.936
R07933,Finanzas,Daysi Armas  ,43026,Banda 15,4,16524.2,1487.178,2148.146
R07932,Finanzas,Sandy Mcgrady  ,42592,Banda 16,4,22763.4,2048.706,1821.072
L-8259,Finanzas,Shenika Lamont  ,41540,Banda 18,4,36129.5,3251.655,722.59
A-8366,Finanzas,Porsche Lockamy  ,42756,Banda 18,4,34171.5,2733.72,2392.005
A07551,Finanzas,Adalberto Mcferrin  ,42044,Banda 15,4,12850.2,1028.016,1413.522
R07901,Finanzas,Noble Portis  ,40758,Banda 15,3,8200,820,246
G-7844,Finanzas,Jeni Buchman  ,42569,Banda 17,3,32188,2575.04,4506.32
G07495,Finanzas,Audrie Ehlert  ,42743,Banda 15,3,11593,695.58,1623.02
G08401,Finanzas,Davina Farraj  ,40970,Banda 16,2,15532.2,1087.254,1553.22
A08301,Finanzas,Saundra Smiddy  ,42290,Banda 15,3,12755,637.75,1403.05
G-8109,Finanzas,Geraldo Marty  ,41200,Banda 19,3,46915,4222.35,5629.8
L07789,Finanzas,Daysi Armas  ,42781,Banda 17,2,28933.2,2893.32,867.996
G-7554,Finanzas,Graciela Hufford  ,41200,Banda 15,3,13464,942.48,269.28
G-7982,Finanzas,Veola Frase  ,41838,Banda 15,2,7860.6,471.636,1021.878
A-8168,Finanzas,Anastacia Delacruz  ,41737,Banda 15,5,14962.5,748.125,299.25
R07456,Finanzas,Mayra Stead  ,42884,Banda 16,2,13788.9,1241.001,1654.668
L-8246,Finanzas,Elma Matheney  ,41423,Banda 15,3,13464,1211.76,1077.12
G-7822,Finanzas,Margareta Schwing  ,40996,Banda 15,4,12802.9,1024.232,384.087
G-7513,Finanzas,January Heslop  ,40529,Banda 15,3,14080,985.6,563.2
L07850,Finanzas,Leontine Longacre  ,40996,Banda 17,3,26684,1334.2,1601.04
G-7604,Finanzas,Kimi Witter  ,40568,Banda 18,3,44991,2249.55,3149.37
A-8265,Finanzas,Heide Kardos  ,42401,Banda 15,4,16769.5,1676.95,1509.255
G-8301,Finanzas,Adelia Monty  ,42152,Banda 16,5,27721.25,1386.0625,1386.0625
R08420,Finanzas,Shonta Stefan  ,40945,Banda 15,3,9283,649.81,464.15
R-8428,Finanzas,Margareta Schwing  ,40980,Banda 15,3,11528,1152.8,1152.8
R-7839,Finanzas,Hanh Kohut  ,41252,Banda 20,3,118517,9481.36,9481.36
R-8021,Finanzas,Kristan Botelho  ,41717,Banda 15,2,11330.1,1133.01,679.806
R08447,Finanzas,Aretha Newbern  ,42875,Banda 16,1,14978.25,898.695,449.3475
L08343,Finanzas,Anastacia Delacruz  ,42654,Banda 15,2,12702.6,889.182,1524.312
L07465,Finanzas,Elma Matheney  ,41409,Banda 18,4,39312.9,3931.29,786.258
R-7930,Finanzas,Jeni Buchman  ,42684,Banda 16,1,14808,1480.8,2221.2
R08026,Finanzas,Aisha Fermin  ,40587,Banda 15,5,13233.75,1323.375,1455.7125
L08015,Finanzas,Porsche Lockamy  ,40957,Banda 15,2,10021.5,501.075,801.72
G-7600,Finanzas,Tyrell Herrmann  ,41074,Banda 15,2,8523.9,511.434,170.478
R07430,Finanzas,Adalberto Mcferrin  ,41085,Banda 15,3,9892,494.6,692.44
R07836,Finanzas,Nena Custis  ,40921,Banda 15,2,13109.4,1179.846,1966.41
R07639,Finanzas,Enrique KeRHer  ,41191,Banda 15,4,15932.4,1433.916,1752.564
G-7494,Finanzas,Elton Verrier  ,42780,Banda 15,3,13306,931.42,1995.9
A-7738,Finanzas,Kristan Botelho  ,41703,Banda 15,2,8778.6,438.93,790.074
G-7961,Finanzas,Marinda Skelley  ,41702,Banda 15,3,13302,1330.2,1064.16
A-8488,Finanzas,Herlinda Thorp  ,42231,Banda 16,3,15077,1055.39,1507.7
G-8222,Ventas,Audrea Franke  ,40932,Banda 18,3,37202,3720.2,3348.18
G07727,Ventas,Geraldo Marty  ,42136,Banda 17,5,28205,2820.5,2820.5
A08054,Ventas,Lean Hersom  ,42566,Banda 19,5,65072.5,6507.25,5205.8
G07469,Ventas,Edwardo Hardrick  ,42685,Banda 15,2,9607.5,576.45,768.6
G-7443,Ventas,Anastacia Delacruz  ,40759,Banda 15,3,10287,720.09,514.35
G-8293,Ventas,Tomoko Parente  ,41414,Banda 20,2,57518.1,5751.81,3451.086
L08491,Ventas,Valeria Boothby  ,41872,Banda 17,3,26934,1346.7,808.02
A07649,Ventas,Ileen Reynosa  ,43021,Banda 15,2,11007,880.56,550.35
L-7305,Ventas,Wade Landen  ,41148,Banda 15,3,8722,523.32,784.98
G07580,Ventas,Porsche Lockamy  ,40812,Banda 15,2,9431.1,471.555,1226.043
G-7815,Ventas,Lourie Ealy  ,42981,Banda 15,2,10053.9,1005.39,100.539
G07612,Ventas,Davina Farraj  ,41816,Banda 15,5,12940,1294,1552.8
L08445,Ventas,Graciela Hufford  ,42384,Banda 15,4,14722.4,736.12,294.448
G07342,Ventas,Daysi Armas  ,41424,Banda 15,4,10186,713.02,1527.9
A-8446,Ventas,Lynne Gainey  ,41637,Banda 17,2,19991.7,1599.336,1199.502
A-8270,Ventas,Ladawn Karner  ,42709,Banda 15,2,13914.9,1113.192,1948.086
L07513,Ventas,Jeni Buchman  ,40581,Banda 15,3,10204,714.28,408.16
R-8329,Ventas,Hanh Kohut  ,42291,Banda 15,3,13533,1082.64,1082.64
R-8038,Ventas,Gemma Percell  ,42083,Banda 15,3,13181,1186.29,1581.72
G-8117,Ventas,Kimi Witter  ,42096,Banda 16,4,19671.3,1770.417,393.426
R08292,Ventas,Santa Brister  ,41483,Banda 15,2,11400.3,912.024,684.018
R-7730,Ventas,Johnette Chapple  ,42520,Banda 16,2,19089.9,1145.394,190.899
L-7460,Ventas,Tomoko Vierra  ,41620,Banda 17,3,30637,2144.59,919.11
L-7399,Ventas,Quinn Coller  ,42454,Banda 16,2,20134.8,2013.48,1409.436
L-7363,Ventas,Quinn Coller  ,42801,Banda 19,4,50361.3,3525.291,1007.226
R07835,Ventas,Quinn Coller  ,40893,Banda 15,3,9451,661.57,378.04
G07339,Ventas,Shannan Dingess  ,40933,Banda 16,2,16452,1316.16,1809.72
L-8064,Ventas,Clara Lamas  ,40561,Banda 15,4,15838.9,1267.112,2059.057
R07796,Ventas,Sha Desimone  ,41382,Banda 16,4,24720.3,1483.218,3460.842
R08397,Ventas,Graciela Hufford  ,40647,Banda 16,2,14289.3,1286.037,285.786
A-8085,Ventas,Susanna Vosburgh  ,41490,Banda 18,5,51185,5118.5,2559.25
L-8289,Ventas,Daysi Armas  ,42811,Banda 16,3,20713,1657.04,1864.17
R07385,Ventas,Aisha Fermin  ,42270,Banda 16,4,21018.8,2101.88,2312.068
L07822,Ventas,Daysi Armas  ,42707,Banda 17,3,26281,2365.29,3416.53
A-8269,Ventas,Aisha Fermin  ,42656,Banda 15,5,10055,502.75,804.4
L07887,Ventas,Noble Portis  ,40724,Banda 16,4,18826.5,941.325,1317.855
G08263,Ventas,Audrie Ehlert  ,42841,Banda 15,3,15043,1203.44,1654.73
G07322,Ventas,Adelia Monty  ,42109,Banda 18,3,39199,1959.95,783.98
R08467,Ventas,Aisha Fermin  ,41656,Banda 15,4,10158.5,1015.85,1015.85
G08334,Ventas,Ladawn Karner  ,42223,Banda 15,4,16190.9,1457.181,2266.726
G08461,Ventas,Margareta Schwing  ,42531,Banda 15,3,12996,649.8,649.8
L-8072,Ventas,Erich Gattis  ,42384,Banda 15,2,8572.5,428.625,1285.875
A07923,Ventas,Adalberto Mcferrin  ,41625,Banda 20,4,107881.4,9709.326,2157.628
A08344,Ventas,Sterling Huston  ,42247,Banda 15,3,13786,827.16,1792.18
G-7349,Ventas,Santa Brister  ,41844,Banda 15,3,13631,1363.1,817.86
G-8079,Ventas,Saundra Smiddy  ,42408,Banda 16,3,16378,982.68,2129.14
L07505,Ventas,Margarete Sauer  ,42928,Banda 15,3,12948,647.4,906.36
L-7977,Ventas,Sarai Darosa  ,41097,Banda 18,2,33377.4,1668.87,3337.74
A07514,Ventas,Jeni Buchman  ,41218,Banda 15,4,10896.6,871.728,108.966
G-7646,Ventas,Tomoko Vierra  ,42437,Banda 16,3,16716,1002.96,334.32
L-7561,Ventas,Heide Kardos  ,41896,Banda 17,3,30806,3080.6,3388.66
G07664,Ventas,Lean Hersom  ,41370,Banda 16,1,16002,1120.14,1440.18
A08472,Ventas,Aretha Newbern  ,41251,Banda 15,4,10368.6,622.116,1244.232
L08236,Ventas,Nena Custis  ,40594,Banda 18,2,30081.6,1804.896,1203.264
L-8383,Ventas,Tomoko Vierra  ,42771,Banda 16,4,22331.1,2233.11,1339.866
G08391,Ventas,Adelia Monty  ,42993,Banda 15,2,12732.3,1018.584,763.938
L07549,Ventas,Nena Custis  ,41496,Banda 20,3,94057,8465.13,1881.14
G07814,Ventas,Krystyna Summerlin  ,40560,Banda 18,5,38058.75,3425.2875,3425.2875
G07788,Ventas,Willian LaRH  ,40663,Banda 17,3,29647,1482.35,4150.58
G08355,Ventas,Pandora Chang  ,40649,Banda 17,4,34428.9,1721.445,4475.757
L-8161,Ventas,Kelley Bonenfant  ,42729,Banda 15,2,7538.4,376.92,904.608
A07691,Ventas,Ileen Reynosa  ,42665,Banda 15,5,12398.75,1239.875,1115.8875
R-7357,Ventas,Kimberely Houtz  ,41237,Banda 15,5,10858.75,977.2875,1085.875
R-8097,Ventas,Henry Maberry  ,41202,Banda 15,5,10418.75,937.6875,625.125
R07729,Ventas,Mayra Stead  ,40710,Banda 15,4,16476.9,988.614,1153.383
G-7907,Ventas,Krystyna Summerlin  ,40840,Banda 17,2,27171.9,2173.752,2445.471
A-7563,Ventas,Gaylord Damian  ,41223,Banda 16,3,21052,1473.64,842.08
R-7825,Ventas,Shannan Dingess  ,41878,Banda 15,4,13839.1,691.955,691.955
A07627,Ventas,Shenika Lamont  ,42329,Banda 16,4,17641.8,1764.18,882.09
R07980,Ventas,Frankie Koester  ,42822,Banda 18,2,27344.7,1914.129,1367.235
L08172,Ventas,Willian LaRH  ,40968,Banda 20,3,105259,9473.31,10525.9
G08183,Ventas,Sandy Faison  ,42345,Banda 17,2,18985.5,1518.84,569.565
G-8307,Ventas,Pandora Chang  ,42921,Banda 16,3,22137,1992.33,3099.18
L07749,Ventas,Della Muniz  ,42924,Banda 16,2,18871.2,943.56,377.424
G-7757,Ventas,Leontine Longacre  ,41502,Banda 16,2,20334.6,1423.422,2440.152
G-7867,Ventas,Lindsey Eckel  ,41979,Banda 15,3,12266,613.3,1471.92
G-8463,Ventas,Pandora Chang  ,40597,Banda 17,4,31606.3,2528.504,4740.945
L-7969,Ventas,Wade Landen  ,41074,Banda 15,4,9402.8,564.168,564.168
L08375,Ventas,Kimberely Houtz  ,42295,Banda 15,2,11412.9,1027.161,1027.161
G07408,Ventas,Gabrielle Merriman  ,42758,Banda 15,2,9267.3,741.384,370.692
L07695,Ventas,January Heslop  ,43018,Banda 15,2,10434.6,834.768,313.038
L-7302,Ventas,Jayme Tolleson  ,41709,Banda 16,3,17539,1052.34,1578.51
A-7619,Ventas,Kimberely Houtz  ,42628,Banda 15,3,12058,1085.22,964.64
A07988,Ventas,Audrie Ehlert  ,41246,Banda 15,3,13583,679.15,2037.45
A08135,Ventas,Saundra Smiddy  ,41715,Banda 15,2,13284,1328.4,1062.72
A07979,Ventas,Heide Kardos  ,40550,Banda 18,3,37107,2226.42,3710.7
R07631,Ventas,Tanner Cambridge  ,41572,Banda 16,3,15999,1439.91,159.99
L-8082,Ventas,Daysi Armas  ,41352,Banda 15,3,13382,936.74,1739.66
L07560,Ventas,Marinda Skelley  ,42486,Banda 15,3,13743,1099.44,1511.73
A08342,Ventas,Adalberto Mcferrin  ,42762,Banda 17,2,20976.3,1048.815,3146.445
A07733,Ventas,Lean Hersom  ,40691,Banda 15,3,12954,777.24,1943.1
L-7569,Ventas,Davina Farraj  ,40838,Banda 16,4,18569.1,1114.146,185.691
L07325,Ventas,Hanh Kohut  ,41113,Banda 15,2,9140.4,457.02,548.424
A-8052,Ventas,Krystyna Summerlin  ,40617,Banda 15,3,13621,1225.89,953.47
L07553,Ventas,Coreen Washer  ,42485,Banda 15,4,9102.5,910.25,1274.35
L08015,Ventas,Colene Apicella  ,41727,Banda 15,3,14607,730.35,438.21
R-7531,Ventas,Kimi Witter  ,42523,Banda 17,3,26893,1613.58,1882.51
L-8363,Ventas,Adalberto Mcferrin  ,42235,Banda 16,3,21694,1518.58,1301.64
L-7856,Ventas,Johnette Chapple  ,41493,Banda 15,2,13860.9,1108.872,1940.526
A07899,Ventas,Ladawn Karner  ,42854,Banda 15,3,13885,1249.65,1805.05
R08386,Ventas,Adelia Monty  ,41271,Banda 15,2,12427.2,1242.72,1118.448
A-7906,Ventas,Anastacia Delacruz  ,41816,Banda 17,4,31871.4,2868.426,1593.57
R07420,Ventas,Gaylord Damian  ,40763,Banda 15,4,14135,989.45,424.05
L-7544,Ventas,Davina Farraj  ,41285,Banda 18,3,44606,3568.48,1784.24
A08235,Ventas,Adalberto Mcferrin  ,40982,Banda 19,2,47412,2370.6,948.24
G07425,Ventas,Johnette Chapple  ,41031,Banda 15,3,9113,637.91,637.91
L07838,Ventas,Nelia Sellner  ,41769,Banda 18,4,36898.4,2582.888,4427.808
L-7785,Ventas,Gemma Percell  ,41867,Banda 17,2,27026.1,2432.349,1621.566
A-7716,Ventas,Lindsey Eckel  ,42613,Banda 15,3,11450,1145,458
A-8375,Ventas,Jayme Tolleson  ,41567,Banda 15,4,11873.4,1068.606,1187.34
A-7465,Ventas,Brigida Arzate  ,42449,Banda 16,1,11970,598.5,1197
R-7431,Ventas,Emmy Trader  ,42782,Banda 15,5,15673.75,940.425,1253.9
L-8217,Ventas,Heide Kardos  ,41325,Banda 15,2,12023.1,961.848,1202.31
G-7960,Ventas,Candelaria Loya  ,41559,Banda 15,4,9271.9,927.19,185.438
G07778,Ventas,Enrique KeRHer  ,41439,Banda 15,2,12688.2,761.292,1522.584
A-7492,Ventas,Shenika Lamont  ,42532,Banda 17,3,23902,1912.16,1434.12
G-7702,Ventas,Kandace Navin  ,40495,Banda 15,5,13811.25,966.7875,1381.125
R07977,Ventas,Santa Brister  ,41815,Banda 17,3,24495,2449.5,734.85
R-8416,Ventas,Roosevelt Saleem  ,42013,Banda 16,4,22712.8,2271.28,1362.768
A-7940,Ventas,Aretha Newbern  ,42728,Banda 15,5,12208.75,854.6125,366.2625
G07742,Ventas,Jeni Buchman  ,41364,Banda 17,2,24109.2,2169.828,1446.552
G08449,Ventas,Edyth Judkins  ,42494,Banda 15,2,13882.5,1110.6,416.475
G08306,Ventas,Elton Verrier  ,42582,Banda 16,4,24357.3,2192.157,2922.876
L-8435,Ventas,Idell Ding  ,40845,Banda 17,4,26350.5,1317.525,3952.575
A07573,Ventas,Geraldo Marty  ,42866,Banda 16,4,23288.1,1863.048,1164.405
A08311,Ventas,Brigida Arzate  ,42682,Banda 20,3,95488,4774.4,2864.64
A-7545,Ventas,Edyth Judkins  ,42258,Banda 15,2,10669.5,533.475,106.695
L-8122,Ventas,Kristan Botelho  ,41418,Banda 15,5,11252.5,1012.725,787.675
A-8265,Ventas,Shonta Stefan  ,42159,Banda 20,3,66833,3341.65,6683.3
A-7786,Ventas,Gabrielle Merriman  ,40986,Banda 19,3,43565,4356.5,4792.15
L-8500,Ventas,Anastacia Delacruz  ,42055,Banda 15,2,10095.3,605.718,1514.295
G08117,Ventas,Margareta Schwing  ,41457,Banda 17,5,31066.25,3106.625,621.325
L08115,Ventas,Edyth Judkins  ,41801,Banda 18,3,30814,1848.84,3389.54
G-7541,Ventas,Gerente,41936,Banda 15,3,10862,651.72,977.58
R07713,Ventas,Graciela Hufford  ,40492,Banda 19,5,69722.5,4880.575,5577.8
A-8287,Ventas,Alysia Thaxton  ,42852,Banda 15,2,12642.3,1137.807,1896.345
R08078,Ventas,Sarai Darosa  ,40841,Banda 15,4,10489.6,734.272,839.168
L-8079,Ventas,Aisha Fermin  ,41291,Banda 18,2,38770.2,2713.914,3877.02
G-7861,Ventas,Hanh Kohut  ,41213,Banda 15,3,14243,1281.87,854.58
A07990,Ventas,Sterling Huston  ,40712,Banda 15,3,15347,920.82,920.82
G-7445,Ventas,Audrea Franke  ,41386,Banda 15,2,10018.8,701.316,1202.256
L08432,Ventas,Veola Frase  ,42053,Banda 15,3,13421,1073.68,1207.89
L07472,Ventas,Oneida Cosio  ,41125,Banda 17,4,34161.6,3416.16,4441.008
L07755,Ventas,Frankie Koester  ,42168,Banda 15,2,12666.6,886.662,1519.992
R07684,Ventas,January Heslop  ,42034,Banda 15,3,14670,733.5,1467
A-8111,Ventas,Noble Portis  ,42120,Banda 15,3,13622,681.1,817.32
R-7755,Ventas,Quinn Coller  ,41492,Banda 15,3,13882,971.74,694.1
G07334,Ventas,Mary Herb  ,41699,Banda 17,2,29194.2,2043.594,583.884
R08140,Ventas,Sarai Darosa  ,40960,Banda 17,3,25986,1819.02,3638.04
A-7557,Ventas,Valeria Boothby  ,41997,Banda 17,5,39376.25,3937.625,2362.575
L-8115,Ventas,Nathalie Boettcher  ,40976,Banda 19,4,53908.8,3234.528,5929.968
R08485,Ventas,Johnette Chapple  ,42658,Banda 17,3,21498,1934.82,1719.84
L-7617,Ventas,Gabrielle Merriman  ,40985,Banda 15,3,9905,693.35,297.15
R-8034,Ventas,Kristan Botelho  ,41545,Banda 15,3,11477,1032.93,918.16
L07444,Ventas,Margurite Everton  ,41972,Banda 15,3,12282,1228.2,1719.48
R-7605,Ventas,Jeane Putney  ,41100,Banda 15,3,10968,877.44,1206.48
L-7777,Ventas,Tanner Cambridge  ,43044,Banda 18,4,47939.1,2396.955,7190.865
L07924,Ventas,Quinn Coller  ,42270,Banda 16,3,22354,2235.4,2906.02
L07886,Ventas,Graciela Hufford  ,41047,Banda 17,2,22698,1361.88,1134.9
G-8372,Ventas,Brigida Arzate  ,41240,Banda 15,4,14377,1006.39,1293.93
R08109,Ventas,Lyla Falzone  ,42273,Banda 16,3,14022,701.1,981.54
A07607,Ventas,Kelley Bonenfant  ,41492,Banda 15,4,14928.1,1044.967,895.686
A08136,Ventas,Johnette Chapple  ,40988,Banda 15,3,10923,873.84,1638.45
L08104,Ventas,Lynne Gainey  ,41756,Banda 15,3,12983,1298.3,519.32
R-7882,Ventas,Tomoko Parente  ,41735,Banda 15,5,14433.75,1443.375,433.0125
G-8008,Ventas,Enrique KeRHer  ,41635,Banda 17,3,25420,2542,2287.8
A-8492,Ventas,Adalberto Mcferrin  ,42857,Banda 15,4,14044.8,1264.032,842.688
A-7592,Ventas,Leontine Longacre  ,41146,Banda 15,3,10868,869.44,1630.2
L07996,Ventas,Nathalie Boettcher  ,42949,Banda 15,4,13259.4,662.97,132.594
G08119,Ventas,Willian LaRH  ,41322,Banda 16,4,18531.7,1667.853,926.585
L-7448,Ventas,Tomoko Parente  ,40923,Banda 17,3,22664,2039.76,453.28
G07970,Ventas,Coreen Washer  ,40734,Banda 16,3,19187,1343.09,1534.96
A-7929,Ventas,Edwardo Hardrick  ,40710,Banda 16,4,24582.8,1720.796,3441.592
R08382,Ventas,Saundra Smiddy  ,42150,Banda 15,2,7761.6,465.696,465.696
A-7813,Ventas,Herlinda Thorp  ,41518,Banda 16,2,19179.9,1342.593,383.598
G07451,Ventas,Johnette Chapple  ,42515,Banda 20,5,107403.75,9666.3375,12888.45
L07968,Ventas,Herlinda Thorp  ,40606,Banda 17,3,31884,1913.04,1594.2
R07996,Ventas,Frankie Koester  ,41997,Banda 15,4,9556.8,764.544,860.112
L-7506,Ventas,Kristan Botelho  ,42620,Banda 15,3,8690,695.2,1042.8
G08407,Ventas,Earnest Anderton  ,41203,Banda 15,3,12199,731.94,853.93
L-7424,Ventas,Audrie Ehlert  ,41267,Banda 15,4,13641.1,682.055,136.411
R-8126,Ventas,Erich Gattis  ,41600,Banda 15,4,13201.1,660.055,132.011
A07479,Ventas,Kelley Bonenfant  ,42133,Banda 18,1,30677.25,3067.725,1227.09
A08011,Ventas,Juliet Pass  ,41253,Banda 16,3,18641,1304.87,372.82
G07563,Ventas,Lean Hersom  ,41488,Banda 19,5,68577.5,4114.65,2057.325
G-7578,Ventas,Herlinda Thorp  ,40852,Banda 20,3,106327,7442.89,6379.62
R-7403,Ventas,Trudy Gaulding  ,42068,Banda 15,4,13522.3,1217.007,270.446
