uid,area,gerente,fecha,banda,calificacion,salario,seguro
A08357,Ventas,Erich Gattis  ,2013-12-24,Banda 16,3,16214.0,1297.12
A08362,Hardware,Nathalie Boettcher  ,2014-05-09,Banda 15,4,10066.1,905.949
A08368,Software,Nelia Sellner  ,2014-11-03,Banda 15,4,10984.6,659.076
A08369,Assembly,Tanner Cambridge  ,2017-09-22,Banda 15,4,14230.7,996.1489999999999
A08370,Finanzas,Porsche Lockamy  ,2012-02-18,Banda 15,2,10021.5,501.075
A08372,Recursos Humanos,Tomoko Vierra  ,2016-04-23,Banda 15,3,12262.0,735.72
A08376,Assembly,Sandy Faison  ,2012-02-25,Banda 17,3,27176.0,1902.32
A08377,Ventas,Kristan Botelho  ,2013-09-28,Banda 15,3,11477.0,1032.93
A08379,Finanzas,Sterling Huston  ,2013-09-12,Banda 15,3,12888.0,1159.92
A08382,Ventas,Frankie Koester  ,2012-04-23,Banda 15,2,8700.3,522.018
A08384,Marketing,Santa Brister  ,2013-12-05,Banda 15,3,9109.0,910.9
A08387,Software,Kimi Witter  ,2011-06-20,Banda 16,4,22497.2,1574.8039999999999
A08388,Hardware,Willian Lahr  ,2016-08-12,Banda 15,2,11583.9,810.873
A08390,Software,Shonta Stefan  ,2012-07-12,Banda 15,3,9275.0,649.25
A08391,RESO,Gerente,2017-01-06,Banda 16,2,14652.0,732.6
A08400,Ventas,Kristan Botelho  ,2013-05-24,Banda 15,5,11252.5,1012.725
A08408,Recursos Humanos,Hanh Kohut  ,2013-09-11,Banda 16,3,16961.0,1696.1
A08412,Marketing,Porsche Lockamy  ,2013-05-08,Banda 15,4,10521.5,841.72
A08415,Hardware,Sha Desimone  ,2011-03-30,Banda 16,4,22683.1,2268.31
A08426,Software,Kandace Navin  ,2015-07-23,Banda 15,2,10044.0,602.64
A08430,Ventas,Enrique KeRHer  ,2012-09-05,Banda 15,2,8554.5,427.725
A08434,Software,Oneida Cosio  ,2012-05-18,Banda 15,3,15494.0,774.7
A08435,Assembly,Della Muniz  ,2017-03-05,Banda 18,4,39439.4,1971.97
A08437,Software,Emmy Trader  ,2015-02-22,Banda 16,3,18543.0,1668.87
A08439,Hardware,Candelaria Loya  ,2013-11-29,Banda 16,3,17920.0,1433.6
A08447,Ventas,Kristan Botelho  ,2013-08-06,Banda 15,3,15448.0,1544.8
A08449,Software,Ileen Reynosa  ,2011-08-30,Banda 19,4,53264.2,3195.8520000000003
A08451,Ventas,Erich Gattis  ,2012-01-05,Banda 16,2,18124.2,1449.9360000000001
A08454,Hardware,Jeni Buchman  ,2016-08-17,Banda 15,1,11327.25,566.3625
A08463,Business Services,Porsche Lockamy  ,2015-09-18,Banda 17,2,27394.2,2191.536
A08467,Software,Janene Wellman  ,2017-04-11,Banda 17,3,25883.0,2588.3
A08468,Recursos Humanos,Shannan Dingess  ,2013-09-05,Banda 18,2,41622.3,3746.007
A08470,Assembly,Herlinda Thorp  ,2014-02-10,Banda 15,3,12596.0,881.72
A08471,Hardware,Colene Apicella  ,2015-04-24,Banda 20,2,86279.4,4313.97
A08472,Gerencia,Marinda Skelley  ,2014-08-29,Banda 16,3,16476.0,988.56
A08478,Hardware,Saundra Smiddy  ,2013-12-03,Banda 15,5,17626.25,881.3125
A08482,Administration,Kelley Bonenfant  ,2016-11-17,Banda 17,2,25020.9,1251.045
A08483,Software,Ladawn Karner  ,2011-01-12,Banda 15,3,10297.0,514.85
A08484,Hardware,Laverna Goble  ,2012-05-07,Banda 15,4,9842.8,492.14
A08485,Hardware,Lourie Ealy  ,2015-11-12,Banda 16,3,18874.0,1132.44
A08491,Ventas,Audrea Franke  ,2012-01-24,Banda 18,3,37202.0,3720.2
A08493,Ventas,Johnette Chapple  ,2013-08-07,Banda 15,2,13860.9,1108.872
A08494,Ventas,Veola Frase  ,2016-11-29,Banda 15,4,11255.2,787.8639999999999
A08495,Ventas,Quinn Coller  ,2013-08-06,Banda 15,3,13882.0,971.74
A08496,Software,Kelley Bonenfant  ,2013-02-18,Banda 15,3,13353.0,1068.24
A08497,Finanzas,Pandora Chang  ,2013-07-19,Banda 17,4,35202.2,3520.22
A-7300,Assembly,Frankie Koester  ,2011-06-04,Banda 15,4,16959.8,1187.1860000000001
A-7301,Software,Shenika Lamont  ,2014-09-13,Banda 15,2,8216.1,410.805
A-7302,Finanzas,Aisha Fermin  ,2015-11-24,Banda 17,2,20770.2,1869.318
A-7304,Software,Cristopher Stroble  ,2012-07-06,Banda 20,3,92359.0,6465.13
A-7308,Hardware,Johnette Chapple  ,2011-08-28,Banda 15,5,17252.5,862.625
A-7310,Finanzas,January Heslop  ,2010-12-17,Banda 15,3,14080.0,985.6
A-7311,Finanzas,Willian LaRH  ,2012-03-18,Banda 15,3,12398.0,743.88
A-7315,Marketing,Jordon Deschamp  ,2011-09-23,Banda 17,4,23881.0,1671.67
A-7316,Hardware,Jordon Deschamp  ,2012-10-11,Banda 18,4,38157.9,3052.632
A-7318,Finanzas,Jayme Tolleson  ,2017-06-28,Banda 15,2,11907.0,952.56
A-7319,Administration,Gabrielle Merriman  ,2014-02-06,Banda 15,4,14567.3,1456.73
A-7320,Software,Tomoko Vierra  ,2012-12-02,Banda 15,4,16142.5,807.125
A-7322,Hardware,January Heslop  ,2013-05-25,Banda 15,2,9703.8,582.2280000000001
A-7326,Assembly,Kelley Bonenfant  ,2011-02-19,Banda 16,5,19312.5,1158.75
A-7330,Administration,Noble Portis  ,2015-03-08,Banda 17,3,27127.0,1898.89
A-7331,Assembly,Gemma Percell  ,2012-12-22,Banda 15,2,11347.2,794.304
A-7332,Ventas,Gabrielle Merriman  ,2012-03-17,Banda 15,3,9905.0,693.35
A-7334,Gerencia,Adalberto Mcferrin  ,2010-12-20,Banda 18,3,36997.0,3699.7
A-7335,Hardware,Earnest Anderton  ,2013-12-14,Banda 15,2,7317.9,658.6110000000001
A-7336,Hardware,Alysia Thaxton  ,2014-05-15,Banda 16,2,17986.5,899.325
A-7337,Hardware,Gaylord Damian  ,2015-11-09,Banda 16,4,17017.0,1191.19
A-7338,Software,Edyth Judkins  ,2017-06-29,Banda 16,3,18264.0,1643.76
A-7340,Recursos Humanos,Davina Farraj  ,2011-07-20,Banda 16,3,22470.0,1797.6
A-7344,Hardware,Wade Landen  ,2012-06-11,Banda 17,3,32744.0,2946.96
A-7346,Software,Heide Kardos  ,2013-06-27,Banda 15,5,18208.75,1638.7875
A-7347,Software,Lyla Falzone  ,2017-10-06,Banda 15,2,9448.2,944.82
A-7354,Hardware,Veola Frase  ,2011-01-04,Banda 15,2,13612.5,680.625
A-7355,Assembly,Herlinda Thorp  ,2013-11-21,Banda 17,4,28220.5,2539.845
A-7358,Hardware,Juliet Pass  ,2016-04-23,Banda 16,3,14336.0,1433.6
A-7359,Assembly,Janene Wellman  ,2016-03-20,Banda 15,1,7713.0,462.78
A-7361,Business Services,Herlinda Thorp  ,2016-03-19,Banda 15,4,12634.6,1263.46
A-7364,Software,Lynne Gainey  ,2015-06-18,Banda 15,4,15900.5,1113.035
A-7372,Hardware,Jordon Deschamp  ,2011-09-16,Banda 15,4,9955.0,696.85
A-7375,Finanzas,Jayme Tolleson  ,2012-08-17,Banda 15,4,9024.4,902.44
A-7378,Hardware,Gaylord Damian  ,2015-11-20,Banda 16,3,14040.0,702.0
A-7379,Recursos Humanos,Shannan Dingess  ,2011-08-18,Banda 16,3,21515.0,1936.35
A-7381,Hardware,Hanh Kohut  ,2013-05-15,Banda 15,4,14080.0,1267.2
A-7384,Hardware,Marinda Skelley  ,2015-10-11,Banda 15,3,8836.0,441.8
A-7387,Hardware,Margarete Sauer  ,2014-10-15,Banda 17,2,19244.7,1732.023
A-7388,Hardware,Johnette Chapple  ,2015-12-15,Banda 15,2,8133.3,813.33
A-7392,Software,Jeni Buchman  ,2017-01-05,Banda 20,3,97707.0,8793.63
A-7398,Software,Elayne Gauger  ,2010-12-19,Banda 16,2,18337.5,916.875
A-7402,Recursos Humanos,Lindsey Eckel  ,2016-08-01,Banda 16,3,21338.0,1280.28
A-7405,Marketing,Saundra Smiddy  ,2013-03-16,Banda 19,5,75165.0,6013.2
A-7407,Administration,Aretha Newbern  ,2014-08-31,Banda 15,2,9623.7,962.37
A-7412,Software,Tyrell Herrmann  ,2011-07-03,Banda 15,4,14837.9,1187.032
A-7413,Marketing,Kimi Witter  ,2011-09-21,Banda 18,4,40999.2,2459.952
A-7415,Software,Saundra Smiddy  ,2013-10-05,Banda 16,3,17020.0,1021.2
A-7416,Hardware,Mayme Gorney  ,2011-05-15,Banda 15,1,7477.5,448.65
A-7420,Software,Sterling Huston  ,2013-09-24,Banda 16,1,13769.25,688.4625
A-7423,Software,Willian Lahr  ,2011-03-18,Banda 15,4,9089.3,545.3580000000001
A-7428,Software,Krystyna Summerlin  ,2015-09-22,Banda 16,4,24396.9,2439.69
A-7430,Hardware,Wade Landen  ,2012-11-03,Banda 15,2,7618.5,761.85
A-7431,Software,Alysia Thaxton  ,2012-01-05,Banda 15,3,9159.0,824.31
A-7437,Assembly,Kimi Witter  ,2017-08-18,Banda 16,3,14816.0,1333.44
A-7438,Hardware,Quinn Coller  ,2014-11-22,Banda 16,4,23651.1,2128.599
A-7441,Finanzas,Margareta Schwing  ,2017-07-20,Banda 15,3,10317.0,825.36
A-7449,Hardware,Trudy Gaulding  ,2016-03-24,Banda 16,3,20913.0,2091.3
A-7450,Ventas,Johnette Chapple  ,2016-07-10,Banda 15,2,13345.2,667.26
A-7455,Ventas,Pandora Chang  ,2011-02-23,Banda 17,4,31606.3,2528.504
A-7461,Software,Noble Portis  ,2017-03-25,Banda 20,4,72135.8,5049.505999999999
A-7464,Assembly,Tanner Cambridge  ,2014-04-20,Banda 16,2,13800.6,966.0419999999999
A-7465,Ventas,Valeria Boothby  ,2014-12-24,Banda 17,5,39376.25,3937.625
A-7466,Finanzas,Roosevelt Saleem  ,2016-11-13,Banda 17,2,20876.4,1878.876
A-7467,Software,Sha Desimone  ,2010-12-21,Banda 15,4,12160.5,608.025
A-7471,Finanzas,Shenika Lamont  ,2016-09-09,Banda 15,3,12552.0,627.6
A-7473,Assembly,Lindsey Eckel  ,2016-08-06,Banda 16,3,22902.0,1832.16
A-7474,Ventas,Kimi Witter  ,2015-04-02,Banda 16,4,19671.3,1770.4170000000001
A-7478,Finanzas,Nelia Sellner  ,2015-05-16,Banda 15,2,9490.5,664.335
A-7480,Hardware,Lyla Falzone  ,2013-04-17,Banda 15,2,7930.8,634.464
A-7482,Administration,Juliet Pass  ,2015-11-03,Banda 15,4,16065.5,963.93
A-7483,Assembly,Pandora Chang  ,2014-02-09,Banda 15,2,7841.7,392.085
A-7486,Administration,January Heslop  ,2016-10-17,Banda 20,2,93794.4,6565.608
A-7487,Assembly,Earnest Anderton  ,2014-03-31,Banda 16,2,13358.7,1335.87
A-7492,Assembly,Charisse Weist  ,2013-10-27,Banda 15,2,13464.9,942.543
A-7496,Software,Juliet Pass  ,2016-11-11,Banda 15,2,11796.3,589.815
A-7497,RESO,Frankie Koester  ,2014-01-29,Banda 16,3,21205.0,2120.5
A-7500,Finanzas,Jayme Tolleson  ,2011-10-08,Banda 16,2,12694.5,1142.505
A-7505,Hardware,Nelia Sellner  ,2015-10-11,Banda 16,3,18944.0,1894.4
A-7507,Software,Mary Herb  ,2013-10-04,Banda 15,3,14156.0,1415.6
A-7509,Hardware,Lindsey Eckel  ,2017-06-10,Banda 15,2,11007.0,990.63
A-7513,Hardware,Jayme Tolleson  ,2017-04-12,Banda 15,3,14029.0,841.74
A-7517,Ventas,Pandora Chang  ,2017-07-05,Banda 16,3,22137.0,1992.33
A-7527,Assembly,Kristan Botelho  ,2017-05-23,Banda 15,3,11984.0,838.88
A-7539,Finanzas,Frankie Koester  ,2013-03-07,Banda 15,4,16277.8,1139.4460000000001
A-7542,Software,Graciela Hufford  ,2015-04-22,Banda 16,2,17720.1,1063.2060000000001
A-7543,Hardware,Sandy Faison  ,2013-04-06,Banda 19,4,61866.2,5567.9580000000005
A-7544,Software,Juliet Pass  ,2013-11-09,Banda 18,2,27122.4,1356.12
A-7545,Finanzas,Oneida Cosio  ,2015-09-11,Banda 15,1,8439.0,759.51
A-7557,Ventas,Ileen Reynosa  ,2010-11-10,Banda 19,2,51552.0,2577.6
A-7562,Hardware,Valeria Boothby  ,2016-01-08,Banda 16,2,16182.9,1618.29
A-7563,Software,Adalberto Mcferrin  ,2016-07-19,Banda 15,5,19055.0,1714.95
A-7568,Finanzas,Margurite Everton  ,2017-05-23,Banda 15,2,9940.5,894.645
A-7572,Ventas,Ileen Reynosa  ,2012-01-29,Banda 15,1,6310.5,504.84
A-7576,Business Services,Colene Apicella  ,2011-09-22,Banda 15,3,12838.0,898.66
A-7577,Business Services,Noble Portis  ,2015-08-12,Banda 18,3,46547.0,3258.29
A-7581,Finanzas,Oneida Cosio  ,2014-01-02,Banda 15,4,14762.0,885.72
A-7584,RESO,Candelaria Loya  ,2012-06-06,Banda 17,4,33734.8,2024.088
A-7585,Assembly,Frankie Koester  ,2014-04-13,Banda 15,2,7770.6,388.53
A-7587,Ventas,Leontine Longacre  ,2013-05-11,Banda 15,5,19333.75,1353.3625
A-7588,Hardware,Noble Portis  ,2017-08-14,Banda 15,3,13800.0,828.0
A-7590,Marketing,Davina Farraj  ,2011-09-21,Banda 17,3,29887.0,2988.7
A-7592,Hardware,Santa Brister  ,2016-10-12,Banda 15,3,12231.0,978.48
A-7594,Finanzas,Nena Custis  ,2011-11-17,Banda 15,5,14413.75,1153.1
A-7596,Software,Gaylord Damian  ,2015-11-19,Banda 15,3,12546.0,627.3
A-7601,Hardware,Shenika Lamont  ,2013-01-05,Banda 18,2,36166.5,2893.32
A-7602,RESO,Elayne Gauger  ,2016-07-20,Banda 15,2,11301.3,1130.13
A-7603,Hardware,Sarai Darosa  ,2014-02-13,Banda 18,3,37259.0,2980.72
A-7613,RESO,Kimi Witter  ,2017-05-26,Banda 16,2,16553.7,1324.296
A-7614,Ventas,Audrea Franke  ,2013-03-03,Banda 19,2,44712.9,2682.7740000000003
A-7617,Assembly,Graciela Hufford  ,2017-04-04,Banda 15,3,15225.0,1370.25
A-7619,Software,Nathalie Boettcher  ,2011-12-06,Banda 15,3,11901.0,595.05
A-7623,Assembly,Tyrell Herrmann  ,2013-11-21,Banda 15,3,13677.0,820.62
A-7630,Finanzas,Adalberto Mcferrin  ,2011-07-26,Banda 20,4,71196.4,7119.64
A-7631,Software,Lean Hersom  ,2015-01-22,Banda 15,3,10942.0,547.1
A-7633,Hardware,Pandora Chang  ,2014-07-23,Banda 17,3,32395.0,1943.7
A-7644,RESO,Shenika Lamont  ,2017-08-04,Banda 15,3,10744.0,1074.4
A-7646,Marketing,Justa Boer  ,2012-10-11,Banda 17,5,38127.5,2668.925
A-7657,Software,Margareta Schwing  ,2014-04-25,Banda 19,3,60259.0,4218.13
A-7661,Software,Jordon Deschamp  ,2016-07-20,Banda 15,3,9191.0,735.28
A-7664,Hardware,Hanh Kohut  ,2013-10-11,Banda 15,3,13273.0,929.11
A-7672,Hardware,Candelaria Loya  ,2015-02-19,Banda 16,3,19252.0,962.6
A-7674,Assembly,Veola Frase  ,2012-08-21,Banda 15,3,14124.0,847.44
A-7678,Hardware,Kandace Navin  ,2017-04-14,Banda 17,3,28323.0,2265.84
A-7682,Recursos Humanos,Lyla Falzone  ,2017-08-05,Banda 15,3,13773.0,826.38
A-7685,Software,Candelaria Loya  ,2015-11-06,Banda 15,5,16012.5,1601.25
A-7686,Ventas,Herlinda Thorp  ,2011-03-04,Banda 17,3,31884.0,1913.04
A-7688,Assembly,Lynne Gainey  ,2012-11-22,Banda 15,3,9151.0,823.59
A-7692,Assembly,Leontine Longacre  ,2013-04-26,Banda 18,5,55275.0,4974.75
A-7693,Software,Juliet Pass  ,2014-07-06,Banda 17,2,21993.3,1759.464
A-7694,Administration,Nena Custis  ,2014-08-02,Banda 17,4,23863.4,1193.17
A-7697,Software,Elayne Gauger  ,2016-07-05,Banda 16,2,16329.6,1306.368
A-7700,Assembly,Candelaria Loya  ,2015-07-29,Banda 16,3,20872.0,1461.04
A-7706,Hardware,Nena Custis  ,2013-05-08,Banda 15,3,10904.0,1090.4
A-7708,Finanzas,Concepcion Sevin  ,2016-06-10,Banda 15,4,10443.4,939.9060000000001
A-7709,Recursos Humanos,Kimberely Houtz  ,2017-03-01,Banda 15,2,11390.4,797.328
A-7712,Software,Frankie Koester  ,2013-09-11,Banda 15,2,10727.1,643.626
A-7716,Ventas,Kristan Botelho  ,2012-07-21,Banda 16,4,19817.6,990.88
A-7720,Software,Mary Herb  ,2011-08-25,Banda 15,3,9908.0,594.48
A-7722,Software,Tanner Cambridge  ,2015-06-16,Banda 20,5,125436.25,7526.175
A-7727,Hardware,Tyrell Herrmann  ,2015-04-08,Banda 15,3,11749.0,1057.41
A-7731,Hardware,Gemma Percell  ,2012-12-10,Banda 16,5,26168.75,1308.4375
A-7732,Software,Hanh Kohut  ,2012-07-02,Banda 15,4,9644.8,771.584
A-7736,Ventas,Daysi Armas  ,2016-12-03,Banda 17,3,26281.0,2365.29
A-7738,Hardware,Charisse Weist  ,2017-11-03,Banda 17,5,39582.5,3166.6
A-7741,Software,Edyth Judkins  ,2011-01-30,Banda 15,4,12280.4,1228.04
A-7743,Software,Erich Gattis  ,2014-07-22,Banda 20,3,117601.0,8232.07
A-7744,Finanzas,Wade Landen  ,2017-07-06,Banda 16,3,15252.0,1067.64
A-7745,Finanzas,Heide Kardos  ,2015-05-29,Banda 15,3,12851.0,771.06
A-7747,Ventas,Elma Matheney  ,2017-08-20,Banda 18,3,46575.0,2328.75
A-7749,Hardware,Tyrell Herrmann  ,2012-09-26,Banda 16,2,13634.1,1090.728
A-7753,Assembly,Adelia Monty  ,2014-05-01,Banda 15,1,11225.25,785.7675
A-7759,Administration,Ileen Reynosa  ,2014-07-10,Banda 15,2,11195.1,895.6080000000001
A-7760,Administration,Brigida Arzate  ,2014-06-27,Banda 15,3,15278.0,763.9
A-7761,Assembly,Daysi Armas  ,2016-01-19,Banda 18,5,43956.25,4395.625
A-7768,Ventas,Quinn Coller  ,2013-03-22,Banda 16,4,17733.1,1241.317
A-7769,Administration,Elma Matheney  ,2011-11-13,Banda 15,4,13165.9,789.954
A-7772,Hardware,Charisse Weist  ,2015-03-06,Banda 15,3,14046.0,842.76
A-7777,Finanzas,Gabrielle Merriman  ,2016-06-20,Banda 15,3,11987.0,958.96
A-7779,Hardware,Heide Kardos  ,2016-11-19,Banda 19,2,50719.5,4564.755
A-7781,Ventas,Wade Landen  ,2012-07-15,Banda 15,2,12447.9,1244.79
A-7782,Assembly,Concepcion Sevin  ,2015-12-28,Banda 15,2,13417.2,1073.376
A-7783,Assembly,Porsche Lockamy  ,2012-05-08,Banda 16,3,19776.0,1384.32
A-7784,Marketing,Roosevelt Saleem  ,2015-08-13,Banda 15,4,11328.9,793.023
A-7785,Hardware,Candelaria Loya  ,2016-10-06,Banda 16,3,17479.0,1573.11
A-7786,Assembly,Kimi Witter  ,2015-11-14,Banda 15,3,10303.0,721.21
A-7787,Hardware,Hanh Kohut  ,2012-04-26,Banda 16,3,17467.0,1222.69
A-7789,Software,Tyrell Herrmann  ,2017-08-10,Banda 18,4,48917.0,4891.7
A-7791,Assembly,Lindsey Eckel  ,2017-08-19,Banda 16,2,12733.2,636.66
A-7792,Hardware,Nena Custis  ,2016-11-25,Banda 15,5,14401.25,720.0625
A-7797,Hardware,Enrique Kehrer  ,2012-04-05,Banda 19,3,48025.0,2401.25
A-7804,Finanzas,Jeane Putney  ,2016-01-15,Banda 18,2,34333.2,2746.656
A-7806,Software,Margareta Schwing  ,2015-02-02,Banda 15,3,10897.0,544.85
A-7808,Ventas,Jeni Buchman  ,2013-03-31,Banda 17,2,24109.2,2169.828
A-7813,Assembly,Shannan Dingess  ,2016-03-14,Banda 15,1,11388.0,1138.8
A-7816,Finanzas,Shannan Dingess  ,2013-12-09,Banda 15,3,9392.0,469.6
A-7817,Assembly,Kristan Botelho  ,2013-10-23,Banda 17,2,23926.5,1196.325
A-7819,Assembly,Kandace Navin  ,2011-02-02,Banda 15,2,13842.9,969.003
A-7822,Software,Graciela Hufford  ,2013-07-14,Banda 15,4,8983.7,628.859
A-7830,Assembly,Anastacia Delacruz  ,2011-02-01,Banda 16,2,15281.1,1375.299
A-7833,Software,Trudy Gaulding  ,2012-09-26,Banda 16,3,20448.0,2044.8
A-7835,Ventas,Frankie Koester  ,2015-01-05,Banda 15,3,14814.0,1185.12
A-7838,Software,Pandora Chang  ,2012-12-14,Banda 16,2,16974.9,848.745
A-7840,Finanzas,Porsche Lockamy  ,2017-01-21,Banda 18,4,34171.5,2733.72
A-7841,Gerencia,Leontine Longacre  ,2014-04-07,Banda 17,4,35807.2,2506.504
A-7842,Software,Johnette Chapple  ,2014-05-28,Banda 15,4,9167.4,458.37
A-7844,Software,Justa Boer  ,2013-02-19,Banda 17,2,27489.6,2474.064
A-7850,Ventas,Audrea Franke  ,2013-04-22,Banda 15,2,10018.8,701.316
A-7851,Hardware,Mayra Stead  ,2017-08-17,Banda 15,3,14072.0,1266.48
A-7852,Software,Kimberely Houtz  ,2015-01-23,Banda 17,4,31975.9,2238.313
A-7855,Hardware,Sandy Mcgrady  ,2012-09-09,Banda 15,4,10363.1,518.155
A-7861,Ventas,Leontine Longacre  ,2011-03-17,Banda 15,2,12726.9,1145.421
A-7863,Gerencia,Valeria Boothby  ,2013-08-03,Banda 15,2,8438.4,843.84
A-7864,Software,Oneida Cosio  ,2012-10-28,Banda 15,3,12467.0,623.35
A-7865,Finanzas,Hanh Kohut  ,2017-05-20,Banda 15,4,16409.8,820.49
A-7866,Software,Lean Hersom  ,2012-12-27,Banda 15,5,12058.75,1085.2875
A-7869,Recursos Humanos,Geraldo Marty  ,2015-07-29,Banda 15,2,9685.8,484.29
A-7881,Hardware,Della Muniz  ,2011-03-19,Banda 15,3,12679.0,887.53
A-7884,RESO,Santa Brister  ,2014-07-04,Banda 18,3,33366.0,3002.94
A-7887,Software,Shenika Lamont  ,2016-03-30,Banda 16,3,22907.0,1145.35
A-7889,Administration,Concepcion Sevin  ,2013-09-02,Banda 15,4,13366.1,668.305
A-7895,Software,Wade Landen  ,2011-05-25,Banda 15,5,17416.25,1219.1375
A-7897,Software,Kimi Witter  ,2014-04-02,Banda 15,4,10125.5,607.53
A-7904,Assembly,Sandy Faison  ,2017-01-12,Banda 15,2,12362.4,741.7439999999999
A-7906,Hardware,Wade Landen  ,2014-09-11,Banda 18,2,31480.2,2833.218
A-7910,Software,Porsche Lockamy  ,2017-08-20,Banda 17,3,25374.0,2029.92
A-7911,Assembly,Oneida Cosio  ,2015-05-14,Banda 16,4,23382.7,2104.4429999999998
A-7912,Marketing,Willian Lahr  ,2011-11-20,Banda 16,3,16671.0,1000.26
A-7913,Ventas,Leontine Longacre  ,2017-09-06,Banda 15,3,8670.0,867.0
A-7917,Software,Nelia Sellner  ,2017-08-24,Banda 17,3,26836.0,1878.52
A-7918,Finanzas,Erich Gattis  ,2015-10-27,Banda 15,4,16382.3,1474.4070000000002
A-7920,Software,Mayra Stead  ,2013-11-26,Banda 16,5,22472.5,1573.075
A-7925,Hardware,Sandy Faison  ,2015-07-21,Banda 15,5,14415.0,864.9
A-7927,Ventas,Janene Wellman  ,2012-10-22,Banda 15,2,9229.5,738.36
A-7929,Assembly,Leontine Longacre  ,2011-06-11,Banda 17,3,30384.0,3038.4
A-7932,Software,Jayme Tolleson  ,2011-01-31,Banda 15,3,13978.0,838.68
A-7935,Ventas,Lynne Gainey  ,2014-04-27,Banda 15,3,12983.0,1298.3
A-7940,Hardware,January Heslop  ,2017-04-22,Banda 15,2,13924.8,1253.232
A-7942,Finanzas,Noble Portis  ,2012-04-25,Banda 15,3,10500.0,630.0
A-7946,Software,Kandace Navin  ,2011-02-12,Banda 17,3,27838.0,1391.9
A-7949,Hardware,Erich Gattis  ,2011-02-04,Banda 15,4,14405.6,720.28
A-7950,Assembly,Cristopher Stroble  ,2013-04-14,Banda 16,2,18465.3,1661.8770000000002
A-7951,Ventas,Candelaria Loya  ,2012-12-28,Banda 16,3,19993.0,1599.44
A-7954,Gerencia,Johnette Chapple  ,2016-05-29,Banda 15,3,14857.0,1188.56
A-7959,Ventas,Geraldo Marty  ,2017-09-06,Banda 19,5,53011.25,3710.7875
A-7960,Hardware,Henry Maberry  ,2016-04-26,Banda 17,3,32775.0,2622.0
A-7961,Hardware,Kristan Botelho  ,2011-08-04,Banda 17,4,26618.9,1863.3229999999999
A-7962,Ventas,Edwardo Hardrick  ,2017-07-30,Banda 15,2,8415.0,420.75
A-7964,Software,Cristopher Stroble  ,2012-06-10,Banda 17,2,23894.1,1433.646
A-7965,Assembly,Edwardo Hardrick  ,2016-08-25,Banda 15,1,11117.25,1000.5525
A-7967,Hardware,Clara Lamas  ,2015-09-08,Banda 18,3,32225.0,1611.25
A-7970,Software,Gabrielle Merriman  ,2014-04-30,Banda 15,3,12764.0,1021.12
A-7972,Ventas,Ladawn Karner  ,2015-08-07,Banda 15,4,16190.9,1457.181
A-7977,Assembly,Margareta Schwing  ,2014-04-24,Banda 16,4,25280.2,1264.01
A-7979,Business Services,Nelia Sellner  ,2016-04-18,Banda 15,4,9187.2,551.232
A-7980,Assembly,Noble Portis  ,2012-08-16,Banda 15,3,12859.0,1028.72
A-7981,Administration,Noble Portis  ,2014-01-11,Banda 15,3,9475.0,473.75
A-7988,Finanzas,Kandace Navin  ,2011-07-09,Banda 15,3,10639.0,531.95
A-7989,Hardware,Leontine Longacre  ,2017-02-08,Banda 16,3,15168.0,910.08
A-7990,Hardware,Shonta Stefan  ,2015-01-25,Banda 15,3,9157.0,824.13
A-7992,Assembly,Anastacia Delacruz  ,2011-09-23,Banda 16,3,20188.0,1816.92
A-7996,Assembly,Marinda Skelley  ,2014-03-02,Banda 15,2,13788.0,827.28
A-8000,Software,Gabrielle Merriman  ,2012-09-06,Banda 20,2,101032.2,6061.932
A-8002,Administration,Aisha Fermin  ,2017-02-21,Banda 16,2,17230.5,1723.05
A-8003,Software,Aisha Fermin  ,2013-02-09,Banda 18,3,33447.0,3010.23
A-8007,Ventas,Charisse Weist  ,2014-07-23,Banda 17,5,34972.5,2098.35
A-8009,Finanzas,Earnest Anderton  ,2011-03-10,Banda 16,3,18728.0,1498.24
A-8018,Marketing,Henry Maberry  ,2017-10-30,Banda 17,4,25671.8,2310.462
A-8020,Assembly,Tanner Cambridge  ,2012-05-12,Banda 15,3,9891.0,593.46
A-8024,Software,Lean Hersom  ,2017-03-16,Banda 17,2,25673.4,2567.34
A-8025,Software,Jayme Tolleson  ,2011-07-03,Banda 17,3,27653.0,2765.3
A-8034,Software,Kandace Navin  ,2017-02-17,Banda 16,4,17542.8,877.14
A-8035,Hardware,Laverna Goble  ,2015-02-24,Banda 17,2,27073.8,2436.6420000000003
A-8044,Software,Valeria Boothby  ,2012-01-20,Banda 17,3,27644.0,1658.64
A-8045,Software,Shonta Stefan  ,2017-01-06,Banda 16,3,22245.0,1779.6
A-8052,Software,Herlinda Thorp  ,2011-06-30,Banda 15,2,10247.4,717.318
A-8056,Finanzas,Margareta Schwing  ,2012-03-28,Banda 15,4,12802.9,1024.232
A-8058,Software,Oneida Cosio  ,2014-01-02,Banda 15,1,11238.75,1011.4875
A-8061,Assembly,Janene Wellman  ,2012-06-22,Banda 18,2,36335.7,3270.2129999999997
A-8064,Hardware,Pandora Chang  ,2011-03-23,Banda 15,3,8864.0,443.2
A-8065,Ventas,Henry Maberry  ,2015-12-18,Banda 15,4,16845.4,1010.7239999999999
A-8069,Assembly,Oneida Cosio  ,2017-02-26,Banda 15,4,17009.3,1360.744
